"Source descriptor","Target descriptor","Source_state","Target_state","Score_agreed","Conf_agreed","Panel_reasoning"
"Technology_Costs","Investment_Availability","Low","Low","-2","4","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","Low","Medium","-1","3","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Technology_Costs","Investment_Availability","Low","High","2","5","Technology costs (inverse scale) drive investment availability: high costs support low investment and hinder high; low costs support high investment and hinder low; medium costs align with medium and weakly support high; evidence strong for corners and diagonal, moderate for off-diagonal."
"Hydrogen_Role","Decarbonisation_Outcome","Limited","High emissions","2","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Limited","Medium","1","3","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Limited","Net-zero aligned","-2","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Moderate","High emissions","-1","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Moderate","Medium","1","3","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Moderate","Net-zero aligned","1","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Major","High emissions","-2","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Major","Medium","-1","3","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Decarbonisation_Outcome","Major","Net-zero aligned","2","4","Limited hydrogen supports high emissions and hinders net-zero; Moderate supports medium and some net-zero; Major hinders high emissions and supports net-zero; confidences 3–4."
"Hydrogen_Role","Policy_Stringency","Limited","Low","1","3","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Limited","Medium","0","2","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Limited","High","0","2","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Moderate","Low","-1","3","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Moderate","Medium","2","4","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Moderate","High","1","3","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Major","Low","-2","4","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Major","Medium","-1","3","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Policy_Stringency","Major","High","2","4","Hydrogen role drives policy stringency: Limited supports Low (1,3), neutral for Medium/High (0,2); Moderate supports Medium (2,4) and High (1,3), hinders Low (-1,3); Major supports High (2,4), hinders Low and Medium (-2,4 and -1,3); confidences 2–4 with highest where direction is clearest."
"Hydrogen_Role","Permitting_Pace","Limited","Slow","0","2","Limited hydrogen role has no material influence on permitting pace (all 0, conf 2); Moderate role slightly hinders Slow and supports Fast (conf 3); Major role strongly hinders Slow and supports Fast, with moderate support for Medium (conf 3–4 for clearest cells); panel agreed ordinal consistency and political/reform-pressure mechanism."
"Hydrogen_Role","Permitting_Pace","Limited","Medium","0","2","Limited hydrogen role has no material influence on permitting pace (all 0, conf 2); Moderate role slightly hinders Slow and supports Fast (conf 3); Major role strongly hinders Slow and supports Fast, with moderate support for Medium (conf 3–4 for clearest cells); panel agreed ordinal consistency and political/reform-pressure mechanism."
"Hydrogen_Role","Permitting_Pace","Limited","Fast","0","2","Limited hydrogen role has no material influence on permitting pace (all 0, conf 2); Moderate role slightly hinders Slow and supports Fast (conf 3); Major role strongly hinders Slow and supports Fast, with moderate support for Medium (conf 3–4 for clearest cells); panel agreed ordinal consistency and political/reform-pressure mechanism."
